FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Ketlen Souza,63.0,115.0,63.0,Orthodox,1994-08-18,http://ufcstats.com/fighter-details/8bd4200561c77a62
Heraldo Souza,71.0,185.0,73.0,Orthodox,1994-12-15,http://ufcstats.com/fighter-details/22b43be04d7454d0
Charon Spain,69.0,155.0,,,1988-03-11,http://ufcstats.com/fighter-details/c278e8843b8abfec
Chris Spang,74.0,170.0,,Orthodox,1987-11-26,http://ufcstats.com/fighter-details/411d012af19ecb59
Andreas Spang,73.0,185.0,,,1978-11-07,http://ufcstats.com/fighter-details/b9eb5b4ed07d1525
Ryan Spann,77.0,205.0,79.0,Orthodox,1991-08-24,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80
Ron Sparks,77.0,265.0,,,,http://ufcstats.com/fighter-details/743fd9080892501d
Tommy Speer,70.0,170.0,71.0,Orthodox,1984-08-20,http://ufcstats.com/fighter-details/1411c630ba711b64
Patrick Speight,73.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/ae4650eb56ab6a11
Sean Spencer,70.0,170.0,74.0,Orthodox,1987-06-25,http://ufcstats.com/fighter-details/ab850a77a0fa487d
Felicia Spencer,66.0,145.0,68.0,Orthodox,1990-11-29,http://ufcstats.com/fighter-details/39d91e95949de3d9
Sam Spengler,71.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/221b2a3070c7ce3e
Nick Sperling,,135.0,,,,http://ufcstats.com/fighter-details/7d68f3bec89e08ec
Mario Sperry,74.0,205.0,,Orthodox,1966-09-28,http://ufcstats.com/fighter-details/5f2197acaba7d5ef
Eric Spicely,73.0,185.0,73.0,Orthodox,1986-09-29,http://ufcstats.com/fighter-details/b9664eae2ac75262
Waachiim Spiritwolf,68.0,170.0,,,,http://ufcstats.com/fighter-details/71caa995674203aa
Daniel Spitz,79.0,245.0,82.0,Orthodox,1990-07-31,http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Serghei Spivac,75.0,260.0,78.0,Orthodox,1995-01-24,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Daniel Spohn,76.0,205.0,79.0,Southpaw,1984-10-12,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9
Pete Spratt,69.0,170.0,,Orthodox,1971-01-09,http://ufcstats.com/fighter-details/c3ea8deeba00462b
Austin Springer,68.0,145.0,71.0,Orthodox,1987-05-12,http://ufcstats.com/fighter-details/37cc294027f55e4d
Georges St-Pierre,71.0,185.0,76.0,Orthodox,1981-05-19,http://ufcstats.com/fighter-details/6506c1d34da9c013
Bobby Stack,69.0,155.0,,Orthodox,,http://ufcstats.com/fighter-details/6436029b50a9c255
Andreas Stahl,71.0,170.0,,Orthodox,1988-05-20,http://ufcstats.com/fighter-details/69a400af4420cd6a
Ron Stallings,74.0,170.0,75.0,Southpaw,1983-01-25,http://ufcstats.com/fighter-details/6dd758d34da8d254
Cody Stamann,66.0,135.0,64.0,Orthodox,1989-11-09,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Cristina Stanciu,63.0,115.0,,Orthodox,1994-03-29,http://ufcstats.com/fighter-details/175852708cb55776
Brian Stann,73.0,205.0,74.0,Orthodox,1980-09-24,http://ufcstats.com/fighter-details/579fcdfcabd23a7b
Josh Stansbury,74.0,205.0,74.0,Orthodox,1984-11-19,http://ufcstats.com/fighter-details/30ea504870f8597b
Dion Staring,73.0,235.0,,Orthodox,1978-06-09,http://ufcstats.com/fighter-details/289a57039d742bfe
Lucas Stark,,155.0,,,,http://ufcstats.com/fighter-details/93e4754d0984c82f
Clifford Starks,72.0,185.0,78.0,Orthodox,1981-04-25,http://ufcstats.com/fighter-details/5abf827d62f98fee
Kalib Starnes,75.0,185.0,74.0,Orthodox,1975-01-06,http://ufcstats.com/fighter-details/c8136ab8aa32c974
Laureano Staropoli,73.0,185.0,71.0,Orthodox,1993-02-27,http://ufcstats.com/fighter-details/a12a8314adc1c1c9
Damian Stasiak,65.0,135.0,70.0,Orthodox,1990-02-20,http://ufcstats.com/fighter-details/42a7e90605df3c8a
Adam Steele,,170.0,,,,http://ufcstats.com/fighter-details/16044bd8762cf794
Dominique Steele,70.0,170.0,74.0,Orthodox,1988-01-27,http://ufcstats.com/fighter-details/68c11c27d4d56572
Ricky Steele,69.0,135.0,74.0,Orthodox,1988-05-26,http://ufcstats.com/fighter-details/09a6ed4ee97a5606
Kody Steele,69.0,155.0,71.0,Orthodox,1995-04-21,http://ufcstats.com/fighter-details/aebaa8cec15b083d
Eric Steenberg,,155.0,,,1983-06-22,http://ufcstats.com/fighter-details/377bc9dc0b2745f9
Steve Steinbeiss,75.0,185.0,75.0,Orthodox,1981-05-05,http://ufcstats.com/fighter-details/0b5b6876c2a4723f
Ray Steinbeiss,71.0,170.0,,Orthodox,1979-09-12,http://ufcstats.com/fighter-details/6000b5ae6c462142
Dmitri Stepanov,75.0,217.0,,Orthodox,,http://ufcstats.com/fighter-details/738acab0c6934dd8
Jeremy Stephens,69.0,155.0,71.0,Orthodox,1986-05-25,http://ufcstats.com/fighter-details/18968f97ad34f15c
Aljamain Sterling,67.0,145.0,71.0,Orthodox,1989-07-31,http://ufcstats.com/fighter-details/cb696ebfb6598724
Marc Stevens,69.0,155.0,,,,http://ufcstats.com/fighter-details/310c4d4b2b32796b
Joe Stevenson,67.0,145.0,70.0,Orthodox,1982-06-15,http://ufcstats.com/fighter-details/79899ecf62020f6d
Maia Stevenson,64.0,115.0,62.0,Orthodox,1982-03-19,http://ufcstats.com/fighter-details/2fee10d5cf86bfca
Luke Stewart,71.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/27b1a406ac171b19
Darren Stewart,72.0,205.0,74.0,Orthodox,1990-12-30,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Kyle Stewart,72.0,170.0,76.0,Orthodox,1989-01-31,http://ufcstats.com/fighter-details/bb61823f76361297
Alex Stiebling,74.0,205.0,,Southpaw,,http://ufcstats.com/fighter-details/df5a77121ba84a5d
Tyler Stinson,75.0,170.0,,,1986-01-17,http://ufcstats.com/fighter-details/2cf520143e76cd2e
Navajo Stirling,76.0,205.0,79.0,Orthodox,1997-11-07,http://ufcstats.com/fighter-details/b4b496ec2197ee3e
Dan Stittgen,73.0,170.0,,Orthodox,1980-11-17,http://ufcstats.com/fighter-details/cc3147b49c7d7d92
Lazar Stojadinovic,67.0,145.0,68.0,Southpaw,1989-03-22,http://ufcstats.com/fighter-details/4d25497994da569c
Denis Stojnic,72.0,245.0,,Orthodox,1980-02-02,http://ufcstats.com/fighter-details/a421465acbe59c77
Julija Stoliarenko,67.0,125.0,66.0,Orthodox,1993-04-08,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Dustin Stoltzfus,72.0,185.0,75.0,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/71505842fb6455c3
Niklas Stolze,73.0,155.0,74.0,Switch,1992-12-28,http://ufcstats.com/fighter-details/62f7097c04311193
Ken Stone,68.0,135.0,71.0,Southpaw,1982-10-08,http://ufcstats.com/fighter-details/fbf0947399d14323
Ryan Stonitsch,69.0,170.0,,Southpaw,1977-02-03,http://ufcstats.com/fighter-details/8d477c3fbe001f9d
George Stork,70.0,185.0,,,,http://ufcstats.com/fighter-details/61dd409cb40d1a55
Rick Story,69.0,170.0,71.0,Southpaw,1984-08-28,http://ufcstats.com/fighter-details/5b5307450405abf0
Darko Stosic,72.0,205.0,76.0,Orthodox,1992-02-09,http://ufcstats.com/fighter-details/025f0b1b58fbad01
Greg Stott,67.0,220.0,,Southpaw,,http://ufcstats.com/fighter-details/91181b29be041f1c
Curtis Stout,73.0,185.0,,Southpaw,1973-11-07,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2
Sam Stout,69.0,155.0,70.0,Orthodox,1984-04-23,http://ufcstats.com/fighter-details/501b07aec9b8fc2d
Tim Stout,71.0,185.0,,,1979-02-09,http://ufcstats.com/fighter-details/e1a4568fec1fc24f
Jesse Strader,67.0,135.0,70.0,Orthodox,1991-05-29,http://ufcstats.com/fighter-details/8c39367b53eadf8a
Gennaro Strangis,,,,,,http://ufcstats.com/fighter-details/495add4fbede0a44
Dave Strasser,70.0,170.0,,Orthodox,1969-07-13,http://ufcstats.com/fighter-details/980b4e712489098e
Daniel Straus,67.0,145.0,71.0,,1984-07-27,http://ufcstats.com/fighter-details/15347cd4cdf01b03
Gerald Strebendt,69.0,155.0,,Orthodox,1979-03-01,http://ufcstats.com/fighter-details/04f9fe830cf13482
Sean Strickland,73.0,185.0,76.0,Orthodox,1991-02-27,http://ufcstats.com/fighter-details/0d8011111be000b2
Mark Striegl,68.0,145.0,70.0,Southpaw,1988-06-23,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Hans Stringer,75.0,205.0,,Orthodox,1987-07-06,http://ufcstats.com/fighter-details/523f6ad11dbe9b53
Stefan Struve,83.0,265.0,84.0,Orthodox,1988-02-18,http://ufcstats.com/fighter-details/ebc1f40e00e0c481
Josh Stuart,69.0,160.0,,,,http://ufcstats.com/fighter-details/601cf40c09090853
Mike Stumpf,70.0,170.0,,,1986-08-01,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5
Kyle Sturgeon,75.0,225.0,,Switch,,http://ufcstats.com/fighter-details/d30415ec5e8783cd
Tatiana Suarez,65.0,115.0,66.0,Southpaw,1990-12-19,http://ufcstats.com/fighter-details/b08012bbe542592a
Masanori Suda,69.0,183.0,,Orthodox,,http://ufcstats.com/fighter-details/3a7513372f79c8c8
Genki Sudo,69.0,155.0,,Orthodox,1978-03-08,http://ufcstats.com/fighter-details/99dd0147dc4ef80c
Lucasz Sudolski,76.0,205.0,75.0,Orthodox,1993-06-15,http://ufcstats.com/fighter-details/b160e4f251283d70
Daisuke Sugie,66.0,160.0,,Orthodox,,http://ufcstats.com/fighter-details/8215e4fe24e8e81b
Takashi Sugiura,71.0,225.0,,Southpaw,1970-05-31,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd
Naho Sugiyuma,61.0,105.0,,,1978-02-03,http://ufcstats.com/fighter-details/b205d4f2ff44bc89
Sulangrangbo,69.0,135.0,66.0,Southpaw,2005-07-17,http://ufcstats.com/fighter-details/1dd1a3aacde66f72
George Sullivan,72.0,170.0,73.0,Orthodox,1981-03-13,http://ufcstats.com/fighter-details/6c7e25571490aa3b
Amar Suloev,69.0,183.0,,Orthodox,1976-07-01,http://ufcstats.com/fighter-details/7aa88401f93ce836
Magomed Sultanakhmedov,74.0,185.0,,Southpaw,,http://ufcstats.com/fighter-details/fe1fdc6be470f773
Justin Sumter,74.0,185.0,80.0,Southpaw,1989-11-16,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5
Sumudaerji,68.0,125.0,72.0,Southpaw,1996-01-20,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Rama Supandhi,65.0,125.0,66.0,Southpaw,1991-11-07,http://ufcstats.com/fighter-details/6d537248fe7cccf1
Aji Susilo,70.0,155.0,,,,http://ufcstats.com/fighter-details/22af3546bd967280
Baisangur Susurkaev,74.0,185.0,79.0,Orthodox,2001-01-08,http://ufcstats.com/fighter-details/d1feea7a4bdcd503
Louie Sutherland,75.0,264.0,76.0,Orthodox,1994-02-08,http://ufcstats.com/fighter-details/cdb7b38b1b357f26
Jason Suttie,72.0,210.0,,Orthodox,1973-08-07,http://ufcstats.com/fighter-details/cc5834a495d1ea08
Joel Sutton,71.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66
Chad Sutton,73.0,185.0,,,1982-08-07,http://ufcstats.com/fighter-details/556347e2b0e33979
Danilo Suzart,72.0,260.0,,Orthodox,1991-12-04,http://ufcstats.com/fighter-details/3d99e5aa85d7576a
Martin Svensson,73.0,155.0,,,1985-04-25,http://ufcstats.com/fighter-details/bcad7223af3c19da
Daniel Swain,69.0,145.0,70.0,Orthodox,1991-01-30,http://ufcstats.com/fighter-details/cc39185f2d7d89e4
Cub Swanson,68.0,145.0,70.0,Orthodox,1983-11-02,http://ufcstats.com/fighter-details/d247691a6c0e9034
Mike Swick,73.0,170.0,77.0,Orthodox,1979-06-19,http://ufcstats.com/fighter-details/9fe85152f351e737
Floyd Sword,72.0,185.0,,Orthodox,1976-08-24,http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Oumar Sy,76.0,205.0,83.0,Orthodox,1995-11-21,http://ufcstats.com/fighter-details/46e2011d92463b7e
Klaudia Sygula,68.0,135.0,69.0,Orthodox,1998-12-30,http://ufcstats.com/fighter-details/9f5e3c20ce40b344
Bentley Syler,64.0,125.0,,Orthodox,1982-12-22,http://ufcstats.com/fighter-details/abd2109bc4cb0291
Kevin Syler,69.0,155.0,71.0,Switch,1993-07-29,http://ufcstats.com/fighter-details/9094a881a7513de3
Leo Sylvest,71.0,205.0,,Orthodox,1973-09-03,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e
Tony Sylvester,73.0,225.0,,Southpaw,1978-01-27,http://ufcstats.com/fighter-details/87b7df65c30008c4
Tim Sylvia,80.0,265.0,80.0,Orthodox,1976-03-05,http://ufcstats.com/fighter-details/2a542ee8a8b83559
Kevin Szaflarski,77.0,260.0,77.0,Orthodox,1994-12-30,http://ufcstats.com/fighter-details/d2d05dda5f887f87
Sebastian Szalay,66.0,145.0,66.0,Orthodox,1994-02-03,http://ufcstats.com/fighter-details/f201f21cf2c79eb2
Bartosz Szewczyk,76.0,205.0,73.0,Orthodox,1997-09-18,http://ufcstats.com/fighter-details/224050896306f00c
Osamu Tachihikari,77.0,300.0,,Orthodox,,http://ufcstats.com/fighter-details/e7bc606d269896aa
Amber Tackett,,115.0,,,,http://ufcstats.com/fighter-details/bb01bc3c57f39b04
Eugenio Tadeu,68.0,160.0,,Orthodox,,http://ufcstats.com/fighter-details/f70144caea5c4c80
Albert Tadevosyan,,170.0,,,1992-04-12,http://ufcstats.com/fighter-details/6751b11102b6adfe
Justin Tafa,72.0,264.0,74.0,Southpaw,1993-12-13,http://ufcstats.com/fighter-details/e13abac8089a801a
Junior Tafa,75.0,205.0,75.0,Orthodox,1996-09-21,http://ufcstats.com/fighter-details/c15fa95b9a12fde4
Khalid Taha,65.0,135.0,69.0,Orthodox,1992-02-15,http://ufcstats.com/fighter-details/b4537562f88ac582
Joe Taimanglo,64.0,135.0,,,1984-06-27,http://ufcstats.com/fighter-details/9bf126927843e184
Tatsuro Taira,67.0,125.0,70.0,Orthodox,2000-01-27,http://ufcstats.com/fighter-details/4461d7e47375a895
Mairbek Taisumov,69.0,155.0,73.0,Orthodox,1988-08-08,http://ufcstats.com/fighter-details/8f5c8850b2484173
Taiyilake Nueraji,74.0,170.0,75.0,Southpaw,2001-01-12,http://ufcstats.com/fighter-details/7498b3ac79a3b948
Nobuhiko Takada,72.0,220.0,,Southpaw,1962-04-12,http://ufcstats.com/fighter-details/a25b71fe5e31fa97
Yoshiki Takahashi,71.0,199.0,,Southpaw,1969-03-13,http://ufcstats.com/fighter-details/6420efac0578988b
Yoko Takahashi,68.0,150.0,,,1973-04-20,http://ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju Takase,72.0,170.0,,Southpaw,1978-04-20,http://ufcstats.com/fighter-details/4f74c8be51db8a37
Hiroyuki Takaya,66.0,139.0,,Orthodox,1977-06-10,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9
Yoshihiro Takayama,77.0,280.0,,Orthodox,1968-09-19,http://ufcstats.com/fighter-details/d856a0080ac09ed7
Makoto Takimoto,67.0,205.0,,Southpaw,1979-12-08,http://ufcstats.com/fighter-details/a7724f51e32e763e
Oleg Taktarov,72.0,210.0,,Orthodox,1967-08-26,http://ufcstats.com/fighter-details/1dc56b59cb28425d
Payton Talbott,70.0,135.0,70.0,Switch,1998-09-09,http://ufcstats.com/fighter-details/6e743a33d56bdaa4
Nordine Taleb,73.0,170.0,74.0,Orthodox,1981-06-10,http://ufcstats.com/fighter-details/49858bf46dabf6fb
Murtaza Talha,72.0,205.0,74.0,Orthodox,1996-07-10,http://ufcstats.com/fighter-details/6aab5c20395ee722
Tsuyoshi Tamakairiki,72.0,220.0,,Orthodox,,http://ufcstats.com/fighter-details/eaa0a728cc91ef60
Eli Tamez,67.0,135.0,,,1985-08-22,http://ufcstats.com/fighter-details/bfd4d50591033a1f
Kiyoshi Tamura,71.0,185.0,,Southpaw,1969-12-17,http://ufcstats.com/fighter-details/30e8b4505f5ccf92
Akitoshi Tamura,69.0,135.0,70.0,Orthodox,1980-05-31,http://ufcstats.com/fighter-details/c95fbc085e17a532
Issei Tamura,65.0,135.0,63.0,Orthodox,1984-03-12,http://ufcstats.com/fighter-details/57bf89d42364d39e
Jason Tan,70.0,170.0,,Orthodox,1981-12-17,http://ufcstats.com/fighter-details/ad3041e61896b975
Akihito Tanaka,,,,Southpaw,,http://ufcstats.com/fighter-details/1bf49bf829964144
Michinori Tanaka,65.0,135.0,67.0,Orthodox,1990-10-04,http://ufcstats.com/fighter-details/64788ee44b062ded
Evan Tanner,72.0,185.0,74.0,Orthodox,1971-02-11,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Kasey Tanner,67.0,135.0,69.0,Orthodox,1992-01-11,http://ufcstats.com/fighter-details/078b732efa497f49
Otari Tanzilovi,70.0,135.0,70.0,Orthodox,1998-04-09,http://ufcstats.com/fighter-details/b9124c308671e303
Manny Tapia,65.0,135.0,67.0,Orthodox,1981-03-14,http://ufcstats.com/fighter-details/0eec866a077889f0
Gary Tapusoa,67.0,185.0,,,,http://ufcstats.com/fighter-details/37ac9e0f4fc86171
Miesha Tate,66.0,135.0,65.0,Orthodox,1986-08-18,http://ufcstats.com/fighter-details/b96619b3acd7d9da
Aaron Tau,64.0,125.0,66.0,Switch,1993-08-21,http://ufcstats.com/fighter-details/7abf7f8778472b7b
Deividas Taurosevicius,69.0,145.0,68.0,Southpaw,1977-08-28,http://ufcstats.com/fighter-details/ef927e4fe2117ab8
Thiago Tavares,67.0,145.0,70.0,Orthodox,1984-11-08,http://ufcstats.com/fighter-details/8a59d346dc976a10
Jeremy Tavares,,135.0,,,,http://ufcstats.com/fighter-details/681d07e328798ec0
Brad Tavares,73.0,185.0,74.0,Orthodox,1987-12-21,http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Ramon Taveras,68.0,145.0,70.0,Southpaw,1994-01-09,http://ufcstats.com/fighter-details/c5ccd878231c5407
Paul Taylor,72.0,155.0,72.0,Orthodox,1979-12-15,http://ufcstats.com/fighter-details/9b74de674c355425
Jesse Taylor,72.0,170.0,73.0,Orthodox,1983-01-02,http://ufcstats.com/fighter-details/dd992d569aaebee6
Torrance Taylor,67.0,155.0,,,,http://ufcstats.com/fighter-details/88e53ec16b801740
Louis Taylor,71.0,185.0,,Orthodox,1979-05-12,http://ufcstats.com/fighter-details/49bddfee9ed54cf3
Anthony Taylor,67.0,145.0,,,,http://ufcstats.com/fighter-details/637a4d8825464c62
Danielle Taylor,60.0,115.0,60.0,Orthodox,1989-10-25,http://ufcstats.com/fighter-details/b76c6268dc1d3c05
J.T Taylor,70.0,,,,,http://ufcstats.com/fighter-details/17c6e35e4da505b0
James Te Huna,74.0,185.0,75.0,Orthodox,1981-09-29,http://ufcstats.com/fighter-details/f5431394fb284bb9
Cam Teague,70.0,145.0,69.0,Orthodox,1998-02-13,http://ufcstats.com/fighter-details/b47c9ea5f2895d6e
Shawn Teed,77.0,265.0,,Orthodox,1992-02-13,http://ufcstats.com/fighter-details/5bb70ebd65075c5c
Glover Teixeira,74.0,205.0,76.0,Orthodox,1979-10-28,http://ufcstats.com/fighter-details/7ff97850e8c32bda
John Teixeira,67.0,145.0,,Orthodox,1986-11-18,http://ufcstats.com/fighter-details/86061eaba822bfea
Ewerton Teixeira,73.0,242.0,,,1982-02-13,http://ufcstats.com/fighter-details/de9e331b3e6bae70
Tallison Teixeira,79.0,258.0,83.0,Orthodox,1999-12-07,http://ufcstats.com/fighter-details/17923f676f100e16
Tra Telligman,74.0,233.0,,Orthodox,1965-02-07,http://ufcstats.com/fighter-details/1dab0d1d81dd06db
Ramazan Temirov,64.0,125.0,63.0,Orthodox,1997-01-31,http://ufcstats.com/fighter-details/7d0a1968b38ca439
Taneisha Tennant,67.0,145.0,70.0,Orthodox,1989-06-15,http://ufcstats.com/fighter-details/87911d22a79d3203
Herman Terrado,,170.0,,,,http://ufcstats.com/fighter-details/61d6368013f8637f
Dave Terrel,68.0,170.0,,Southpaw,1978-05-10,http://ufcstats.com/fighter-details/b9aa0024f295609e
David Terrell,73.0,185.0,,Southpaw,1978-01-09,http://ufcstats.com/fighter-details/4123fd4dcc1fe937
James Terry,70.0,170.0,,Orthodox,1981-03-16,http://ufcstats.com/fighter-details/5befa793316d3469
Jeff Terry,74.0,205.0,,,,http://ufcstats.com/fighter-details/60f86c449cd31e23
David Teymur,69.0,155.0,73.0,Southpaw,1989-05-01,http://ufcstats.com/fighter-details/2747c60e42d9d75f
Daniel Teymur,65.0,145.0,69.0,Orthodox,1988-02-03,http://ufcstats.com/fighter-details/fbf0537e420e698e
Motonobu Tezuka,67.0,135.0,,Southpaw,1987-08-29,http://ufcstats.com/fighter-details/d34636a85f0f4c90
Jason Thacker,70.0,185.0,,Orthodox,1975-08-18,http://ufcstats.com/fighter-details/f0264252e191da22
Alexia Thainara,64.0,115.0,67.0,Orthodox,1995-11-20,http://ufcstats.com/fighter-details/545092d13c67aa49
Brandon Thatch,74.0,170.0,74.0,Switch,1985-07-11,http://ufcstats.com/fighter-details/638cfec7ec559d6e
Elias Theodorou,73.0,185.0,75.0,Orthodox,1988-05-31,http://ufcstats.com/fighter-details/34f88592c0ab7a54
Nik Theotikos,,185.0,,Orthodox,,http://ufcstats.com/fighter-details/ca936c67687789e9
Paulo Thiago,71.0,170.0,74.0,Orthodox,1981-01-25,http://ufcstats.com/fighter-details/30a09e43f15f1d75
Colby Thicknesse,67.0,135.0,69.0,Orthodox,1999-06-23,http://ufcstats.com/fighter-details/ed7d329d7c29428d
Din Thomas,69.0,155.0,,Orthodox,1976-09-28,http://ufcstats.com/fighter-details/40a604761ca7d64d
Ryan Thomas,72.0,170.0,,Orthodox,1984-11-05,http://ufcstats.com/fighter-details/b732b326c362fb62
Noah Thomas,69.0,135.0,,Orthodox,1981-03-27,http://ufcstats.com/fighter-details/319c15b8aac5bfde
Joel Thomas ,70.0,170.0,,,,http://ufcstats.com/fighter-details/2b33e57c4d0a4502
Treston Thomison,68.0,145.0,,,,http://ufcstats.com/fighter-details/ed5f04f833459877
Nick Thompson,73.0,170.0,74.0,Orthodox,1981-06-23,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
James Thompson,77.0,265.0,,Orthodox,1978-12-16,http://ufcstats.com/fighter-details/9e30f69cc0869301
Oli Thompson,73.0,242.0,75.0,Orthodox,1980-01-02,http://ufcstats.com/fighter-details/dcdd511ff757f15c
Stephen Thompson,72.0,170.0,75.0,Orthodox,1983-02-11,http://ufcstats.com/fighter-details/4a28cb716c19157a
Josh Thomson,70.0,155.0,71.0,Orthodox,1978-09-21,http://ufcstats.com/fighter-details/a566371ba2ad7152
Simeon Thoresen,73.0,170.0,79.0,Orthodox,1984-03-14,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
Josh Thornburg,72.0,170.0,,,1984-05-24,http://ufcstats.com/fighter-details/083e15da67d9b0fa
Ti Haitao,,135.0,,,,http://ufcstats.com/fighter-details/3848cd6cac73e091
Gleison Tibau,70.0,155.0,71.0,Southpaw,1983-10-07,http://ufcstats.com/fighter-details/75e5fec9f72910ef
Chris Tickle,69.0,155.0,,,1982-02-01,http://ufcstats.com/fighter-details/1d1b85389a05df69
Nolan Ticman,66.0,125.0,,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/9eb069062a0cfc13
Darren Till,72.0,185.0,74.0,Southpaw,1992-12-24,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Brett Tillis,,145.0,,,,http://ufcstats.com/fighter-details/7b461ccae8270207
Rio Tirto,64.0,125.0,66.0,Switch,2000-02-09,http://ufcstats.com/fighter-details/c830bc2eb134b646
Denis Tiuliulin,73.0,185.0,77.0,Orthodox,1988-05-17,http://ufcstats.com/fighter-details/0112352cb32f5026
Ryan Tobar,,155.0,,,,http://ufcstats.com/fighter-details/57481f1f10530c61
Rafael Tobias,74.0,205.0,74.0,Orthodox,2003-03-20,http://ufcstats.com/fighter-details/d6a8edb7410223a0
Andrew Todhunter,72.0,185.0,,Switch,1987-11-30,http://ufcstats.com/fighter-details/274ca7b799b402cc
Dusko Todorovic,73.0,185.0,74.0,Orthodox,1994-05-19,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
Tuco Tokkos,76.0,205.0,76.0,Orthodox,1990-06-30,http://ufcstats.com/fighter-details/3e8118c1ab52f211
Hideo Tokoro,67.0,135.0,,Orthodox,1977-08-22,http://ufcstats.com/fighter-details/2d5fbe2103f97053
Anatoly Tokov,70.0,185.0,,,1990-02-17,http://ufcstats.com/fighter-details/679ae8c4fd022c6b
Kazuki Tokudome,71.0,155.0,73.0,Southpaw,1987-03-04,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
Puja Tomar,64.0,115.0,59.0,Southpaw,1993-12-05,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
Tyler Toner,68.0,145.0,70.0,Orthodox,1983-03-31,http://ufcstats.com/fighter-details/8e893f269d5696b2
James Toney,69.0,220.0,,Orthodox,1968-08-24,http://ufcstats.com/fighter-details/d10b35152277cf98
Masanori Tonooka,68.0,185.0,,Orthodox,,http://ufcstats.com/fighter-details/9de7c97e1c0d7927
Carl Toomey,,,,,,http://ufcstats.com/fighter-details/5ee87e0432205755
Ilia Topuria,67.0,155.0,69.0,Orthodox,1997-01-21,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Aleksandre Topuria,67.0,135.0,68.0,Orthodox,1996-01-28,http://ufcstats.com/fighter-details/4a6dff1b260bcf61
Anthony Torres,68.0,170.0,,Orthodox,1978-07-31,http://ufcstats.com/fighter-details/918d9d89d4d52acc
Miguel Torres,69.0,135.0,76.0,Orthodox,1981-01-18,http://ufcstats.com/fighter-details/33b2f68ef95252e0
Ronys Torres,67.0,155.0,,Orthodox,1975-08-13,http://ufcstats.com/fighter-details/cce79e827569f26e
Haven Torres,,125.0,,,,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
Alex Torres,70.0,145.0,,Orthodox,1988-05-29,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
Abram Torres,70.0,170.0,,,1982-10-29,http://ufcstats.com/fighter-details/e175a261a280f7cb
Jose Torres,64.0,125.0,65.0,Orthodox,1992-08-02,http://ufcstats.com/fighter-details/d2036f31c035e0d1
Desmond Torres,66.0,135.0,69.0,Orthodox,1997-01-06,http://ufcstats.com/fighter-details/971aebf56267de20
Manuel Torres,70.0,155.0,73.0,Switch,1995-03-25,http://ufcstats.com/fighter-details/2e7878927067fdca
Justice Torres,67.0,145.0,66.0,Southpaw,1997-10-19,http://ufcstats.com/fighter-details/01762e1d4ff4dc51
Eduardo Torres Caut,67.0,135.0,70.0,Orthodox,1995-04-26,http://ufcstats.com/fighter-details/c8d46028907bcece
Salim Touahri,70.0,170.0,72.0,Orthodox,1989-09-28,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
Dequan Townsend,75.0,205.0,79.0,Orthodox,1986-05-11,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
Minoru Toyonaga,71.0,195.0,,Southpaw,,http://ufcstats.com/fighter-details/04076783ca83d6ae
Slim Trabelsi,75.0,235.0,,,1993-05-09,http://ufcstats.com/fighter-details/ff2ec83f44000f78
